team,scorer,assist1,assist2
CHI,A.SHAW,P.SHARP,J.TOEWS
CHI,K.VERSTEEG,D.KEITH,B.SEABROOK
DAL,R.GARBUTT,T.SEGUIN,J.BENN
CHI,D.KEITH,P.SHARP,A.SHAW
DAL,R.GARBUTT,V.FIDDLER,A.ROUSSEL
CHI,M.HOSSA,,
NYI,C.MCDONALD,T.HICKEY,R.STROME
NYI,C.CLUTTERBUCK,J.BAILEY,T.HAMONIC
NYI,C.MCDONALD,C.DE HAAN,T.HAMONIC
NYI,M.MARTIN,K.CZUCZMAN,T.HICKEY
CAR,J.SKINNER,A.LOKTIONOV,J.HARRISON
CAR,A.LOKTIONOV,J.TLUSTY,B.BELLEMORE
CAR,A.SEMIN,J.STAAL,J.LILES
NYI,M.MARTIN,R.STROME,C.MCDONALD
CAR,N.GERBE,J.STAAL,R.HAINSEY
WSH,A.OVECHKIN,J.CARLSON,T.BROUWER
WSH,A.OVECHKIN,T.BROUWER,N.BACKSTROM
L.A,M.RICHARDS,A.MARTINEZ,J.MUZZIN
WSH,D.PENNER,C.BROWN,
L.A,D.KING,D.BROWN,W.MITCHELL
L.A,M.GABORIK,T.TOFFOLI,J.MUZZIN
L.A,D.BROWN,D.KING,J.STOLL
WSH,E.KUZNETSOV,A.OVECHKIN,E.FEHR
PHX,D.MOSS,M.HANZAL,B.MCMILLAN
PIT,J.JOKINEN,J.NEAL,S.CROSBY
PHX,A.VERMETTE,S.DOAN,M.BOEDKER
PIT,T.PYATT,R.SCUDERI,S.DESPRES
PHX,M.BOEDKER,S.DOAN,M.STONE
TOR,J.LUPUL,N.KADRI,J.GARDINER
STL,T.OSHIE,R.POLAK,B.JACKMAN
STL,D.BACKES,T.OSHIE,
STL,D.BACKES,A.PIETRANGELO,A.STEEN
STL,A.STEEN,K.SHATTENKIRK,P.BERGLUND
TOR,C.GUNNARSSON,,
TOR,J.VAN RIEMSDYK,P.KESSEL,J.GARDINER
STL,D.BACKES,T.OSHIE,A.STEEN
DAL,R.WHITNEY,J.BENN,S.GONCHAR
DAL,T.SEGUIN,J.BENN,A.CHIASSON
WPG,B.LITTLE,E.KANE,T.ENSTROM
OTT,E.KARLSSON,C.GREENING,
T.B,N.KUCHEROV,T.JOHNSON,J.BROWN
OTT,J.SPEZZA,M.MICHALEK,E.KARLSSON
OTT,K.TURRIS,M.STONE,E.KARLSSON
T.B,V.HEDMAN,V.FILPPULA,O.PALAT
