id,team,scorer,assist2,Marian Gaborik,Brandon Dubinsky,Michal Jordan,Jay Harrison,Kevin Westgarth,Nick Foligno,Sergei Gonchar,Alex Chiasson,Scott Gomez,Erik Gudbranson,Alex Tanguay,Mark Fistric,Martin Marincin,Jordan Eberle,Brad Hunt,Brandon Defazio,Linden Vey,Jeff Carter,Mike Richards,Drew Doughty,Ryan Strome,Eric Gelinas,Travis Zajac,Michael Ryder,Pavel Datsyuk,Brian Lashoff,Jonathan Ericsson,Joakim Andersson,Matt Bartkowski,Adam Almquist,Radek Dvorak,Ville Leino,Joel Armia,Luke Witkowski,Andrej Sustr,Matt Taormina,Patrick Wiercioch,Stuart Percy,Morgan Rielly,Erik Haula,Kyle Brodziak,Ben Smith,Matt Niskanen,Dustin Jeffrey,Sheldon Brookbank,Robert Bortuzzo,James Neal,Paul Martin,Jack Johnson,Steven Stamkos,Teddy Purcell,Tomas Kopecky,Vincent Trocheck,Dmitry Kulikov,Mark Pysyk,Mark Fraser,Nikolai Kulemin,Jared Staal,Ryan Murphy,Tyler Seguin,Roman Polak,Vladimir Sobotka,Jordan Leopold,Clayton Stoner,Keith Ballard,Andrew Ladd,Tobias Enstrom,Eric ODell,Mikko Koivu,Taylor Fedun,Ales Hemsky,Ryan Hamilton,Chris Brown,Patrick Marleau,Joe Pavelski,Lucas Lessio,Michael Kostka,Cory Emmerton,Ryan Ellis,Carter Ashton,Tj Brennan,Michael Zigomanis,Jonathan Bernier,Joe Colborne,Mikhail Grigorenko,Marcus Foligno,Mitchell Heard,Johnny Oduya,Troy Brouwer,Jarome Iginla,Milan Lucic,Mikhail Grabovski,Reilly Smith,Justin Fontaine,Andy Greene,Francis Bouillon,Dennis Wideman,Tj Galiardi,Marek Hrivik,Lee Stempniak,Philip Larsen,Yannick Weber,Radim Vrbata,Andrew Alberts,Bo Horvat,Alexander Edler,Jannik Hansen,John Carlson,Jimmy Hayes,Jonathan Toews,Ryan Hartman,Joel Ward,Marcus Johansson,Alex Killorn,Richard Panik,Eric Brewer,Matt Duchene,Dwight King,Slava Voynov,Tyson Barrie,Chris Bigras,Joe Thornton,Daniel Winnik,Patrick Maroon,Andrew Cogliano,Patrik Elias,Jacob Josefson,Vincent Lecavalier,David Clarkson,Mark Borowiecki,Cody Ceci,Tyler Bozak,Lane Macdermid,Matt Hunwick,Mark Arcobello,Benoit Pouliot,Justin Williams,Logan Couture,Dan Boyle,Peter Harrold,Bryce Salvador,Sean Collins,Jordan Staal,Torey Krug,Olli Jokinen,Grant Clitsome,Dennis Seidenberg,Lars Eller,Rene Bourque,David Desharnais,Ray Whitney,Jordie Benn,Marc-Andre Cliche,Daniel Sedin,Ryan Kesler,Kevin Bieksa,Frank Corrado,David Legwand,Travis Hamonic,Colin Mcdonald,Frans Nielsen,Matt Moulson,Andrew Macdonald,Nick Spaling,Gabriel Bourque,Matt Hendricks,Ron Hainsey,Mathieu Perreault,Jason Chimera,Kimmo Timonen,Brayden Schenn,Connor Carrick,Todd Bertuzzi,Jake Gardiner,Mikael Samuelsson,Daniel Alfredsson,Jaden Schwartz,Alex Pietrangelo,Mike Ribeiro,Eric Boulton,Chris Bruton,Evgeni Nabokov,Craig Anderson,Alex Ovechkin,Nicklas Backstrom,Craig Smith,Mike Weber,Greg Pateryn,Erik Karlsson,Andrew Hammond,Clarke Macarthur,Marc-Andre Fleury,Chris Kunitz,Rob Scuderi,Evgeni Malkin,Torrey Mitchell,Dany Heatley,Mikkel Boedker,Curtis Glencross,David Rundblad,Jonathan Drouin,Brian Campbell,Sami Salo,Aleksander Barkov,Tom Gilbert,Andrew Macwilliam,Jakub Kindl,Andrew Shaw,Martin Erat,Brandon Saad,Saku Koivu,Tommy Wingels,Marc-Edouard Vlasic,Francois Beauchemin,Devante Smith-Pelly,Cody Franson,Alex Galchenyuk,Marcus Kruger,Michal Rozsival,Duncan Keith,Niklas Hjalmarsson,Dustin Byfuglien,Ryan Smyth,Jacob Trouba,John Tavares,Lubomir Visnovsky,Nikita Nikitin,David Krejci,Adam Mcquaid,Tomas Plekanec,Mark Streit,Troy Bodie,Joffrey Lupul,Bobby Ryan,Nazem Kadri,Corey Crawford,Matthew Carle,Chris Stewart,Brenden Morrow,Jamie Benn,Ryan Getzlaf,Ryan Suter,Dustin Penner,Jonas Brodin,Cam Fowler,Ladislav Smid,Henrik Sedin,Brent Burns,Kyle Okposo,Josh Bailey,Michael Grabner,Sidney Crosby,Andrej Sekera,Olli Maatta,Brandon Sutter,Nathan Mackinnon,Jamie Mcbain,Ondrej Palat,Thomas Vanek,Martin St Louis,Valtteri Filppula,Seth Jones,Mike Fisher,Mikael Granlund,Marek Zidlicky,Jaromir Jagr,Ryan Stanton,David Booth,Derek Stepan,Jason Demers,Matt Irwin,Anton Stralman,Tyler Kennedy,Antti Niemi,Patrick Sharp,Jay Bouwmeester,Jiri Hudler,Anze Kopitar,Joe Corvo,Chris Phillips,Niklas Kronwall,Cody Mcleod,Pa Parenteau,Andrei Loktionov,Matt Donovan,Anton Volchenkov,Justin Faulk,Johan Franzen,Kyle Turris,Sven Baertschi,James Wisniewski,Blake Comeau,Mikael Backlund,Mark Giordano,Mark Scheifele,Willie Mitchell,John Mitchell,Beau Bennett,Tanner Glass,Karl Alzner,Ben Street,Robyn Regehr,Patrik Berglund,Eric Nystrom,Kevin Shattenkirk,Brenden Dillon,Antoine Roussel,Jonathan Huberdeau,Oliver Ekman-Larsson,Derek Morris,Antoine Vermette,Tim Kennedy,David Moss,Mike Smith,David Schlemko,Jordan Nolan,Daniel Carcillo,Bryan Little,Michael Frolik,Jim Slater,Teemu Selanne,Johnny Boychuk,Victor Hedman,Tyler Johnson,Andre Benoit,Gabriel Landeskog,Dion Phaneuf,Anton Belov,Taylor Hall,David Broll,Phil Kessel,Mason Raymond,Henrik Zetterberg,Wayne Simmonds,Jakub Voracek,Kyle Quincey,Daniel Cleary,Alexander Steen,Derek Roy,Shea Weber,Brian Strait,Jared Spurgeon,Colin Greening,Matthew Nieto,Raphael Diaz,Jason Garrison,Travis Moen,Jeff Skinner,Cody Hodgson,Rj Umberger,Ryan Murray,Tomas Fleischmann,Ryan Malone,Ben Bishop,Kris Versteeg,Martin Hanzal,Carl Gunnarsson,Ryan Nugent-Hopkins,Bryan Allen,Christopher Tanev,Adam Henrique,Boyd Gordon,Pierre-Marc Bouchard,Christian Ehrhoff,Erik Gustafsson,Jeff Petry,Pascal Dupuis,Tuomo Ruutu,Zach Parise,Jarret Stoll,Andrew Desjardins,Colin Wilson,Mike Weaver,Shawn Matthias,Filip Forsberg,Brad Boyes,Erik Cole,Erik Johnson,Milan Michalek,Blake Wheeler,Shane Doan,David Perron,Alexander Semin,Nathan Gerbe,Eric Staal,Loui Eriksson,Carl Soderberg,Steve Downie,Ryan Wilson,Tyler Myers,Nick Leddy,Brad Stuart,Tomas Hertl,Kris Russell,Rich Peverley,Jake Muzzin,Cal Clutterbuck,Dale Weise,Jakob Silfverberg,Emerson Etem,Dave Bolland,Rostislav Olesz,Patrick Kane,Michael Bournival,Devin Setoguchi,Cory Sarich,Mike Santorelli,Radko Gudas,Zdeno Chara,David Savard,Artem Anisimov,Josh Gorges,Jason Spezza,Stephane Robidas,Paul Bissonnette,Sean Couturier,Joe Vitale,Brent Seabrook,Ben Lovejoy,Shane OBrien,Chris Higgins,Dan Hamhuis,Tj Brodie,Luke Gazdic,Justin Schultz,Nail Yakupov,Claude Giroux,Maxime Talbot,Zemgus Girgensons,Tuukka Rask,James Van Riemsdyk,Danny Dekeyser,Ryan Mcdonagh,Marc Staal,Mark Stuart,Matt Cooke,Nate Prosser,Vladimir Tarasenko,Eric Fehr,Mike Green,Marcel Goc,Cory Conacher,Nick Bonino,Erik Condra,Marc Methot,Dalton Prout,Sami Vatanen,Shawn Horcoff,Kyle Palmieri,Derick Brassard,Brooks Orpik,Tyler Ennis,Brian Gionta,Brendan Gallagher,Brandon Pirri,Nate Schmidt,Ryan Spooner,Mattias Ekholm,Keith Yandle,Kyle Chipchura,John Moore,Nicklas Grossmann,Mathew Dumba,Cody Eakin,Kari Lehtonen,Dustin Brown,Zbynek Michalek,Luca Sbisa,Ryan Callahan,Stephen Weiss,Steve Oleksy,Eric Gryba,Jiri Tlusty,Ryan Jones,Chad Billins,Charlie Coyle,Marco Scandella,Brock Nelson,Mats Zuccarello,Michael Del Zotto,Marian Hossa,Andy Miele,Radek Martinek,Fedor Tyutin,Jeremy Morin,Brad Richards,Chris Kreider,Mark Barberio,Hampus Lindholm,Darren Archibald,Patrick Bordeleau,Jan Hejda,Justin Abdelkader,Patric Hornqvist,Craig Adams,Andrei Markov,Jason Pominville,Derek Smith,Ryan Carter,Nino Niederreiter,Brooks Laich,Dougie Hamilton,Trevor Daley,Alex Goligoski,Tyler Toffoli,Alexandre Burrows,Braydon Coburn,Matt Read,Justin Peters,Brett Bellemore,Brad Marchand,Nate Thompson,Ryan Johansen,Cam Atkinson,Michal Neuvirth,Alec Martinez,Keaton Ellerby,Drew Stafford,Cody Mccormick,Patrick Dwyer,Krys Barch,Evander Kane,Rostislav Klesla,David Backes,Patrice Bergeron,Jussi Jokinen,Dainius Zubrus,Matt Martin,Tomas Tatar,Aaron Ness,Paul Ranger,Ian Cole,Lauri Korpikoski,Scottie Upshall,Tim Thomas,Justin Braun,Drayson Bowman,Brian Gibbons,Corey Perry,Sean Monahan,Mike Cammalleri,Henrik Tallinder,Trevor Smith,Chris Kelly,Ryan OReilly,Martin St. Louis,Daniel Paille,Barret Jackman,Matt Cullen,Henrik Lundqvist,Dan Girardi,Carl Hagelin,Corey Potter,Stephen Gionta,Scott Hannan,Derek Mackenzie,Rob Klinkhammer,Nick Holden,Valeri Nichushkin,Matt Stajan,Roman Josi,Steve Bernier,Dylan Olsen,Brandon Bollig,Ryan White,Alexei Emelin,Manny Malhotra,Kris Letang,Brad Malone,Lance Bouma,Marty Havlat,Brendan Smith,Nolan Yonkman,Riley Nash,Matt Calvert,Denis Grebeshkov,Zac Dalpe,Darren Helm,Zack Smith,Sam Gagner,Vernon Fiddler,Nick Schultz,Chris Thorburn,Ryan Garbutt,Gustav Nyquist,Scott Hartnell,Chris Butler,Elias Lindholm,Simon Despres,Justin Falk,Martin Brodeur,Tim Jackman,Rick Nash,Casey Cizikas,Deryk Engelland,Michal Handzus,Jeff Halpern,Kyle Clifford,Paul Gaustad,Andrew Ference,Luke Schenn,Jared Cowen,Dominic Moore,Brian Boyle,Matt Beleskey,David Jones,Mark Fayne,Jerry DAmigo,Chris Conner,Viktor Stalberg,Tim Gleason,Brad Richardson,Mika Zibanejad,Jamie Mcginn,Paul Stastny,Thomas Hickey,Brian Flynn,Chris Vandevelde,Connor Murphy,Dan Ellis,Matt DAgostini,Steve Ott,Peter Holland,Jean-Philippe Cote,Kevin Connauton,Martin Jones,Jordin Tootoo,Corey Tropp,Magnus Paajarvi,Boone Jenner,Nate Guenin,Paul Byron,Kevan Miller,Mark Letestu,Adam Cracknell,Maxime Fortunus,Trevor Lewis,Nick Bjugstad,Eric Tangradi,Zack Kassian,Matt Greene,Ryan Miller,James Sheppard,Calvin De Haan,Ryane Clowe,Nathan Horton,Anders Lee,Brandon Mcmillan,John-Michael Liles,Jonas Hiller,Jon Merrill,Max Pacioretty,George Parros,Daniel Briere,Dmitry Orlov,Ed Jovanovski,Sean Bergenheim,Jay Beagle,Michael Raffl,Raffi Torres,Ben Hanowski,Joni Ortio,Keith Aulie,Max Reinhart,Tom Sestito,Jordan Schroeder,Semyon Varlamov,Jesse Joensuu,Evgeny Kuznetsov,Patrice Cormier,Andrej Meszaros,Zach Bogosian,Maxim Lapierre,Oscar Klefbom,Gregory Campbell,Drew Miller,Kevin Klein,Travis Morin,Patrick Wey,Matt Nieto,Paul Postma
1,scorer,assist1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Alexander Semin,Michal Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Marian Gaborik,Tim Erixon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Artem Anisimov,Nikita Nikitin,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Jeremy Welsh,Chris Terry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
