id,team,scorer,assist1,assist2
472,EDM,P.OSULLIVAN,,
473,EDM,G.BRULE,T.GILBERT,R.WHITNEY
474,EDM,M.POULIOT,R.POTULNY,R.WHITNEY
475,EDM,T.GILBERT,F.PISANI,S.HORCOFF
476,EDM,R.NILSSON,M.POULIOT,R.POTULNY
477,EDM,A.COGLIANO,T.GILBERT,G.BRULE
478,EDM,R.NILSSON,,
479,EDM,D.PENNER,R.POTULNY,M.POULIOT
480,EDM,F.PISANI,T.GILBERT,S.HORCOFF
481,EDM,S.HORCOFF,E.MOREAU,F.PISANI
482,EDM,A.JOHNSON,D.PENNER,A.COGLIANO
483,EDM,A.COGLIANO,G.BRULE,
484,EDM,R.WHITNEY,A.COGLIANO,G.BRULE
485,EDM,M.POULIOT,J.STRUDWICK,S.GAGNER
486,EDM,R.POTULNY,S.GAGNER,R.WHITNEY
487,EDM,R.NILSSON,T.CHORNEY,
488,EDM,D.PENNER,A.COGLIANO,A.JOHNSON
489,EDM,A.JOHNSON,R.NILSSON,M.POULIOT
490,EDM,A.COGLIANO,D.PENNER,T.GILBERT
491,EDM,G.BRULE,A.COGLIANO,D.PENNER
492,EDM,D.PENNER,R.WHITNEY,S.GAGNER
493,EDM,A.JOHNSON,M.COMRIE,S.HORCOFF
494,EDM,R.NILSSON,R.POTULNY,T.GILBERT
495,EDM,S.GAGNER,C.MINARD,T.GILBERT
496,EDM,A.COGLIANO,D.PENNER,G.BRULE
497,EDM,S.HORCOFF,F.PISANI,M.COMRIE
498,EDM,F.PISANI,A.JOHNSON,S.HORCOFF
499,EDM,G.BRULE,P.OSULLIVAN,A.COGLIANO
500,EDM,M.POULIOT,R.NILSSON,S.GAGNER
501,EDM,M.COMRIE,Z.STORTINI,R.POTULNY
502,EDM,R.NILSSON,S.GAGNER,D.PENNER
503,EDM,S.HORCOFF,G.BRULE,
504,EDM,M.COMRIE,S.HORCOFF,T.GILBERT
505,EDM,G.BRULE,T.PECKHAM,M.POULIOT
506,EDM,M.POULIOT,A.COGLIANO,G.BRULE
507,EDM,R.POTULNY,S.HORCOFF,G.BRULE
508,EDM,E.MOREAU,S.HORCOFF,D.GREBESHKOV
509,EDM,L.VISNOVSKY,M.COMRIE,S.HORCOFF
510,EDM,D.GREBESHKOV,S.STAIOS,E.MOREAU
511,EDM,D.PENNER,R.NILSSON,L.VISNOVSKY
512,EDM,R.POTULNY,E.MOREAU,
513,EDM,E.MOREAU,,
514,EDM,M.COMRIE,S.GAGNER,L.VISNOVSKY
515,EDM,M.POULIOT,Z.STORTINI,J.JACQUES
516,EDM,R.POTULNY,S.GAGNER,D.PENNER
517,EDM,J.JACQUES,M.POULIOT,A.PLANTE
518,EDM,G.BRULE,P.OSULLIVAN,A.COGLIANO
519,EDM,M.POULIOT,Z.STORTINI,J.JACQUES
520,EDM,S.GAGNER,M.COMRIE,P.OSULLIVAN
521,EDM,S.GAGNER,P.OSULLIVAN,D.GREBESHKOV
522,EDM,D.PENNER,R.NILSSON,S.GAGNER
523,EDM,F.PISANI,E.MOREAU,S.HORCOFF
524,EDM,R.POTULNY,P.OSULLIVAN,
525,EDM,R.POTULNY,R.NILSSON,D.PENNER
526,EDM,S.GAGNER,T.GILBERT,D.PENNER
527,EDM,S.GAGNER,R.NILSSON,R.POTULNY
528,EDM,S.GAGNER,D.GREBESHKOV,
529,EDM,S.SOURAY,Z.STORTINI,M.POULIOT
530,EDM,D.GREBESHKOV,S.GAGNER,A.COGLIANO
531,EDM,P.OSULLIVAN,,
532,EDM,A.COGLIANO,P.OSULLIVAN,L.VISNOVSKY
533,EDM,L.VISNOVSKY,P.OSULLIVAN,
534,EDM,J.JACQUES,R.POTULNY,T.GILBERT
535,EDM,R.POTULNY,P.OSULLIVAN,S.GAGNER
536,EDM,D.PENNER,R.NILSSON,L.VISNOVSKY
537,EDM,F.PISANI,,
538,EDM,S.GAGNER,D.GREBESHKOV,R.STONE
539,EDM,G.BRULE,D.GREBESHKOV,P.OSULLIVAN
540,EDM,P.OSULLIVAN,R.POTULNY,
541,EDM,D.GREBESHKOV,S.GAGNER,
542,EDM,D.PENNER,S.HORCOFF,S.SOURAY
543,EDM,R.NILSSON,S.GAGNER,D.PENNER
544,EDM,S.HORCOFF,S.GAGNER,R.NILSSON
545,EDM,G.BRULE,J.JACQUES,L.VISNOVSKY
546,EDM,P.OSULLIVAN,D.GREBESHKOV,S.HORCOFF
547,EDM,P.OSULLIVAN,T.GILBERT,J.DESLAURIERS
548,EDM,R.POTULNY,J.STRUDWICK,P.OSULLIVAN
549,EDM,R.POTULNY,P.OSULLIVAN,
550,EDM,R.NILSSON,T.GILBERT,
551,EDM,S.GAGNER,A.COGLIANO,
552,EDM,D.PENNER,S.HORCOFF,
553,EDM,S.HORCOFF,P.OSULLIVAN,
554,EDM,A.COGLIANO,R.POTULNY,S.SOURAY
555,EDM,R.NILSSON,L.VISNOVSKY,J.DESLAURIERS
556,EDM,L.VISNOVSKY,G.BRULE,D.PENNER
557,EDM,R.NILSSON,S.HORCOFF,S.SOURAY
558,EDM,S.SOURAY,R.POTULNY,
559,EDM,R.POTULNY,S.SOURAY,T.GILBERT
560,EDM,G.BRULE,D.PENNER,
561,EDM,G.BRULE,S.GAGNER,D.PENNER
562,EDM,S.GAGNER,D.PENNER,G.BRULE
563,EDM,S.HORCOFF,R.NILSSON,L.VISNOVSKY
564,EDM,D.PENNER,,
565,EDM,T.GILBERT,R.NILSSON,Z.STORTINI
566,EDM,D.PENNER,S.GAGNER,G.BRULE
567,EDM,Z.STORTINI,R.STONE,
568,EDM,S.HORCOFF,L.VISNOVSKY,R.NILSSON
569,EDM,D.PENNER,L.VISNOVSKY,L.SMID
570,EDM,L.VISNOVSKY,R.NILSSON,L.SMID
571,EDM,L.SMID,E.MOREAU,R.POTULNY
572,EDM,L.VISNOVSKY,,
573,EDM,R.NILSSON,R.STONE,Z.STORTINI
574,EDM,P.OSULLIVAN,J.JACQUES,
575,EDM,P.OSULLIVAN,S.SOURAY,
576,EDM,S.GAGNER,G.BRULE,D.PENNER
577,EDM,C.MCDONALD,R.OMARRA,
578,EDM,D.PENNER,G.BRULE,S.GAGNER
579,EDM,R.POTULNY,,
580,EDM,D.PENNER,G.BRULE,
581,EDM,G.BRULE,D.PENNER,S.GAGNER
582,EDM,R.POTULNY,L.SMID,E.MOREAU
583,EDM,R.POTULNY,S.SOURAY,E.MOREAU
584,EDM,E.MOREAU,R.POTULNY,L.VISNOVSKY
585,EDM,S.SOURAY,S.HORCOFF,G.BRULE
586,EDM,A.HEMSKY,D.PENNER,S.GAGNER
587,EDM,S.HORCOFF,S.SOURAY,L.VISNOVSKY
588,EDM,S.SOURAY,S.HORCOFF,D.PENNER
589,EDM,D.PENNER,S.STAIOS,L.VISNOVSKY
590,EDM,S.HORCOFF,A.HEMSKY,L.VISNOVSKY
591,EDM,G.BRULE,L.REDDOX,S.STAIOS
592,EDM,S.GAGNER,L.VISNOVSKY,L.SMID
593,EDM,R.POTULNY,T.GILBERT,S.GAGNER
594,EDM,P.OSULLIVAN,G.BRULE,
595,EDM,A.HEMSKY,J.DESLAURIERS,
596,EDM,A.HEMSKY,S.SOURAY,L.VISNOVSKY
597,EDM,L.VISNOVSKY,S.SOURAY,S.HORCOFF
598,EDM,S.HORCOFF,S.STAIOS,A.HEMSKY
599,EDM,D.PENNER,A.COGLIANO,Z.STORTINI
600,EDM,P.OSULLIVAN,A.HEMSKY,L.VISNOVSKY
601,EDM,D.PENNER,S.STAIOS,P.OSULLIVAN
602,EDM,E.MOREAU,,
603,EDM,G.BRULE,D.GREBESHKOV,S.STAIOS
604,EDM,M.COMRIE,S.GAGNER,D.PENNER
605,EDM,T.GILBERT,R.NILSSON,R.POTULNY
606,EDM,D.PENNER,P.OSULLIVAN,L.VISNOVSKY
607,EDM,R.POTULNY,D.GREBESHKOV,T.GILBERT
608,EDM,A.COGLIANO,L.REDDOX,S.STAIOS
609,EDM,L.VISNOVSKY,A.HEMSKY,
610,EDM,M.COMRIE,P.OSULLIVAN,G.BRULE
611,EDM,E.MOREAU,Z.STORTINI,A.COGLIANO
612,EDM,J.JACQUES,G.BRULE,P.OSULLIVAN
613,EDM,D.PENNER,S.HORCOFF,A.HEMSKY
614,EDM,A.HEMSKY,D.PENNER,S.HORCOFF
615,EDM,A.HEMSKY,D.PENNER,
616,EDM,S.HORCOFF,D.GREBESHKOV,D.PENNER
617,EDM,L.VISNOVSKY,A.HEMSKY,S.GAGNER
618,EDM,D.PENNER,A.HEMSKY,S.GAGNER
619,EDM,S.GAGNER,D.PENNER,A.HEMSKY
620,EDM,D.PENNER,A.HEMSKY,S.GAGNER
621,EDM,A.HEMSKY,L.VISNOVSKY,D.PENNER
622,EDM,D.PENNER,A.HEMSKY,S.GAGNER
623,EDM,L.VISNOVSKY,D.PENNER,A.HEMSKY
624,EDM,R.NILSSON,L.VISNOVSKY,L.SMID
625,EDM,P.OSULLIVAN,D.GREBESHKOV,
626,EDM,S.GAGNER,P.OSULLIVAN,
627,EDM,M.COMRIE,R.NILSSON,J.STRUDWICK
628,EDM,D.PENNER,P.OSULLIVAN,
629,EDM,G.BRULE,R.STONE,J.JACQUES
630,EDM,D.PENNER,S.GAGNER,L.VISNOVSKY
631,EDM,G.BRULE,R.STONE,J.JACQUES
632,EDM,A.COGLIANO,E.MOREAU,L.VISNOVSKY
633,EDM,D.PENNER,G.BRULE,T.GILBERT
634,EDM,D.GREBESHKOV,A.HEMSKY,D.PENNER
635,EDM,S.HORCOFF,A.HEMSKY,J.JACQUES
636,EDM,G.BRULE,D.PENNER,L.SMID
637,EDM,Z.STORTINI,M.COMRIE,T.CHORNEY
638,EDM,Z.STORTINI,A.COGLIANO,J.STRUDWICK
639,EDM,A.COGLIANO,P.OSULLIVAN,
640,EDM,D.GREBESHKOV,D.PENNER,G.BRULE
641,EDM,M.COMRIE,S.GAGNER,J.STRUDWICK
642,EDM,J.JACQUES,L.SMID,A.HEMSKY
643,EDM,P.OSULLIVAN,R.STONE,
644,EDM,E.MOREAU,G.BRULE,D.GREBESHKOV
645,EDM,L.VISNOVSKY,M.COMRIE,P.OSULLIVAN
646,EDM,A.HEMSKY,S.HORCOFF,D.GREBESHKOV
647,EDM,M.COMRIE,A.COGLIANO,L.SMID
648,EDM,S.GAGNER,D.GREBESHKOV,A.COGLIANO
649,EDM,D.PENNER,R.NILSSON,
650,EDM,D.GREBESHKOV,A.HEMSKY,T.GILBERT
651,EDM,D.PENNER,P.OSULLIVAN,M.COMRIE
652,EDM,G.BRULE,D.PENNER,L.VISNOVSKY
653,EDM,S.GAGNER,,
654,EDM,T.HARTIKAINEN,L.OMARK,K.FOSTER
655,EDM,K.FOSTER,M.PAAJARVI,L.OMARK
656,EDM,L.REDDOX,R.OMARRA,
657,EDM,T.HARTIKAINEN,J.EBERLE,C.VANDEVELDE
658,EDM,M.PAAJARVI,A.COGLIANO,
659,EDM,R.JONES,J.EBERLE,J.PETRY
660,EDM,M.PAAJARVI,L.OMARK,J.PETRY
661,EDM,K.FOSTER,R.JONES,J.EBERLE
662,EDM,J.EBERLE,A.COGLIANO,K.FOSTER
663,EDM,L.OMARK,T.HARTIKAINEN,A.COGLIANO
664,EDM,M.PAAJARVI,L.OMARK,C.VANDEVELDE
665,EDM,T.GILBERT,R.JONES,M.PAAJARVI
666,EDM,L.OMARK,T.GILBERT,J.VANDERMEER
667,EDM,M.PAAJARVI,A.COGLIANO,L.OMARK
668,EDM,T.HARTIKAINEN,J.EBERLE,T.PECKHAM
669,EDM,C.FRASER,,
670,EDM,R.JONES,R.OMARRA,L.REDDOX
671,EDM,J.EBERLE,A.COGLIANO,J.VANDERMEER
672,EDM,J.EBERLE,A.COGLIANO,K.FOSTER
673,EDM,K.FOSTER,L.OMARK,M.PAAJARVI
674,EDM,M.PAAJARVI,L.OMARK,T.HARTIKAINEN
675,EDM,R.JONES,A.COGLIANO,A.GIROUX
676,EDM,R.JONES,J.VANDERMEER,
677,EDM,J.JACQUES,L.SMID,
678,EDM,S.GAGNER,A.COGLIANO,L.OMARK
679,EDM,R.JONES,S.GAGNER,T.GILBERT
680,EDM,S.HORCOFF,M.PAAJARVI,J.EBERLE
681,EDM,A.GIROUX,L.OMARK,S.GAGNER
682,EDM,A.COGLIANO,L.REDDOX,T.GILBERT
683,EDM,S.GAGNER,M.PAAJARVI,T.GILBERT
684,EDM,T.HALL,S.HORCOFF,J.STRUDWICK
685,EDM,J.EBERLE,S.HORCOFF,T.HALL
686,EDM,A.COGLIANO,,
687,EDM,J.VANDERMEER,S.GAGNER,
688,EDM,A.HEMSKY,J.VANDERMEER,D.PENNER
689,EDM,G.BRULE,J.EBERLE,J.STRUDWICK
690,EDM,D.PENNER,S.HORCOFF,A.HEMSKY
691,EDM,S.GAGNER,M.PAAJARVI,R.JONES
692,EDM,T.HALL,J.EBERLE,T.GILBERT
693,EDM,J.EBERLE,A.COGLIANO,T.PECKHAM
694,EDM,K.FOSTER,T.GILBERT,T.HALL
695,EDM,K.FOSTER,L.OMARK,S.GAGNER
696,EDM,M.PAAJARVI,L.OMARK,T.GILBERT
697,EDM,T.HALL,A.HEMSKY,K.FOSTER
698,EDM,T.HALL,A.HEMSKY,T.GILBERT
699,EDM,T.HALL,S.GAGNER,L.SMID
700,EDM,A.HEMSKY,S.HORCOFF,T.PECKHAM
701,EDM,A.HEMSKY,S.HORCOFF,
702,EDM,J.EBERLE,T.HALL,A.COGLIANO
703,EDM,R.JONES,J.JACQUES,L.REDDOX
704,EDM,A.HEMSKY,D.PENNER,T.PECKHAM
705,EDM,J.EBERLE,S.GAGNER,J.VANDERMEER
706,EDM,T.CHORNEY,S.HORCOFF,T.GILBERT
707,EDM,S.HORCOFF,A.HEMSKY,T.CHORNEY
708,EDM,A.HEMSKY,S.HORCOFF,T.GILBERT
709,EDM,A.COGLIANO,J.EBERLE,K.FOSTER
710,EDM,D.PENNER,A.HEMSKY,
711,EDM,D.PENNER,A.HEMSKY,L.OMARK
712,EDM,J.EBERLE,T.HALL,J.VANDERMEER
713,EDM,A.COGLIANO,J.EBERLE,T.HALL
714,EDM,R.JONES,C.FRASER,L.REDDOX
715,EDM,J.EBERLE,J.VANDERMEER,A.COGLIANO
716,EDM,D.PENNER,A.HEMSKY,
717,EDM,M.PAAJARVI,L.OMARK,S.GAGNER
718,EDM,D.PENNER,A.HEMSKY,L.SMID
719,EDM,M.PAAJARVI,L.OMARK,S.GAGNER
720,EDM,S.GAGNER,L.SMID,L.OMARK
721,EDM,T.HALL,A.COGLIANO,J.EBERLE
722,EDM,T.PECKHAM,A.COGLIANO,J.EBERLE
723,EDM,M.PAAJARVI,S.GAGNER,L.OMARK
724,EDM,D.PENNER,S.HORCOFF,T.HALL
725,EDM,J.JACQUES,Z.STORTINI,K.FOSTER
726,EDM,T.HALL,S.HORCOFF,J.PETRY
727,EDM,L.OMARK,S.GAGNER,M.PAAJARVI
728,EDM,D.PENNER,T.HALL,S.HORCOFF
729,EDM,A.COGLIANO,L.REDDOX,T.PECKHAM
730,EDM,T.HALL,D.PENNER,J.VANDERMEER
731,EDM,R.JONES,A.COGLIANO,T.GILBERT
732,EDM,J.PETRY,L.SMID,M.PAAJARVI
733,EDM,M.PAAJARVI,A.COGLIANO,T.CHORNEY
734,EDM,M.PAAJARVI,S.GAGNER,T.CHORNEY
735,EDM,S.GAGNER,L.OMARK,
736,EDM,D.PENNER,A.HEMSKY,T.HALL
737,EDM,A.COGLIANO,R.JONES,L.REDDOX
738,EDM,A.COGLIANO,L.REDDOX,
739,EDM,D.PENNER,A.HEMSKY,T.HALL
740,EDM,T.HALL,A.HEMSKY,T.GILBERT
741,EDM,L.OMARK,A.HEMSKY,M.PAAJARVI
742,EDM,T.HALL,A.HEMSKY,
743,EDM,J.JACQUES,S.MACINTYRE,L.SMID
744,EDM,R.JONES,L.REDDOX,
745,EDM,A.HEMSKY,T.HALL,L.SMID
746,EDM,G.BRULE,A.COGLIANO,D.PENNER
747,EDM,D.PENNER,A.COGLIANO,
748,EDM,G.BRULE,L.REDDOX,L.OMARK
749,EDM,T.PECKHAM,S.GAGNER,A.HEMSKY
750,EDM,S.GAGNER,A.HEMSKY,
751,EDM,R.JONES,T.GILBERT,D.PENNER
752,EDM,T.HALL,S.GAGNER,J.EBERLE
753,EDM,A.HEMSKY,A.COGLIANO,D.PENNER
754,EDM,A.COGLIANO,A.HEMSKY,D.PENNER
755,EDM,D.PENNER,A.HEMSKY,
756,EDM,R.JONES,T.GILBERT,J.PETRY
757,EDM,R.OMARRA,L.OMARK,
758,EDM,R.WHITNEY,A.COGLIANO,D.PENNER
759,EDM,T.HALL,S.GAGNER,R.WHITNEY
760,EDM,J.JACQUES,T.PECKHAM,Z.STORTINI
761,EDM,R.WHITNEY,T.HALL,S.GAGNER
762,EDM,L.OMARK,R.WHITNEY,
763,EDM,J.EBERLE,T.HALL,S.GAGNER
764,EDM,D.PENNER,L.OMARK,M.PAAJARVI
765,EDM,J.EBERLE,R.WHITNEY,T.HALL
766,EDM,M.PAAJARVI,R.OMARRA,L.OMARK
767,EDM,S.GAGNER,T.HALL,
768,EDM,J.EBERLE,S.GAGNER,R.WHITNEY
769,EDM,J.EBERLE,D.PENNER,K.FOSTER
770,EDM,M.PAAJARVI,D.PENNER,A.COGLIANO
771,EDM,T.HALL,R.OMARRA,
772,EDM,T.GILBERT,L.OMARK,M.PAAJARVI
773,EDM,R.JONES,M.PAAJARVI,T.GILBERT
774,EDM,D.PENNER,K.FOSTER,T.GILBERT
775,EDM,R.JONES,M.PAAJARVI,S.GAGNER
776,EDM,T.HALL,R.WHITNEY,
777,EDM,J.EBERLE,R.WHITNEY,
778,EDM,T.HALL,J.EBERLE,
779,EDM,S.GAGNER,M.PAAJARVI,R.JONES
780,EDM,T.HALL,S.HORCOFF,J.EBERLE
781,EDM,R.JONES,R.WHITNEY,J.VANDERMEER
782,EDM,K.FOSTER,S.GAGNER,A.HEMSKY
783,EDM,A.HEMSKY,M.PAAJARVI,J.VANDERMEER
784,EDM,S.GAGNER,A.HEMSKY,
785,EDM,D.PENNER,,
786,EDM,T.GILBERT,S.GAGNER,
787,EDM,A.COGLIANO,G.BRULE,D.PENNER
788,EDM,G.BRULE,A.COGLIANO,D.PENNER
789,EDM,T.HALL,S.HORCOFF,J.EBERLE
790,EDM,S.GAGNER,D.PENNER,
791,EDM,S.HORCOFF,J.EBERLE,R.WHITNEY
792,EDM,J.VANDERMEER,S.GAGNER,
793,EDM,G.BRULE,T.GILBERT,D.PENNER
794,EDM,A.COGLIANO,T.GILBERT,T.HALL
795,EDM,T.HALL,J.EBERLE,M.GERBER
796,EDM,S.GAGNER,A.HEMSKY,D.PENNER
797,EDM,T.HALL,R.WHITNEY,S.HORCOFF
798,EDM,A.HEMSKY,D.PENNER,T.GILBERT
799,EDM,T.GILBERT,,
800,EDM,A.HEMSKY,R.WHITNEY,
801,EDM,S.HORCOFF,J.EBERLE,T.HALL
802,EDM,D.PENNER,R.WHITNEY,A.HEMSKY
803,EDM,R.JONES,J.EBERLE,S.GAGNER
804,EDM,S.HORCOFF,T.PECKHAM,R.WHITNEY
805,EDM,C.FRASER,J.EBERLE,R.WHITNEY
806,EDM,C.FRASER,Z.STORTINI,R.JONES
807,EDM,S.GAGNER,T.HALL,R.WHITNEY
808,EDM,D.PENNER,A.HEMSKY,K.FOSTER
809,EDM,T.PECKHAM,S.GAGNER,J.EBERLE
810,EDM,D.PENNER,K.FOSTER,R.WHITNEY
811,EDM,K.FOSTER,A.HEMSKY,R.WHITNEY
812,EDM,S.GAGNER,D.PENNER,A.HEMSKY
813,EDM,T.HALL,S.HORCOFF,K.FOSTER
814,EDM,D.PENNER,A.COGLIANO,
815,EDM,R.JONES,Z.STORTINI,L.SMID
816,EDM,G.BRULE,A.COGLIANO,L.SMID
817,EDM,T.HALL,J.EBERLE,S.HORCOFF
818,EDM,A.HEMSKY,R.WHITNEY,M.PAAJARVI
819,EDM,J.EBERLE,S.HORCOFF,T.HALL
820,EDM,S.GAGNER,M.PAAJARVI,
821,EDM,A.COGLIANO,G.BRULE,K.FOSTER
822,EDM,R.JONES,K.FOSTER,
823,EDM,S.GAGNER,A.HEMSKY,
824,EDM,S.HORCOFF,J.EBERLE,T.HALL
825,EDM,T.HALL,T.PECKHAM,A.HEMSKY
826,EDM,K.FOSTER,M.PAAJARVI,R.WHITNEY
827,EDM,J.EBERLE,T.PECKHAM,
828,EDM,M.PAAJARVI,A.COGLIANO,R.WHITNEY
829,EDM,T.GILBERT,D.PENNER,A.HEMSKY
830,EDM,J.EBERLE,S.HORCOFF,R.WHITNEY
831,EDM,A.HEMSKY,K.FOSTER,R.WHITNEY
832,EDM,S.HORCOFF,J.EBERLE,R.WHITNEY
833,EDM,A.HEMSKY,R.WHITNEY,M.PAAJARVI
834,EDM,D.PENNER,S.GAGNER,
835,EDM,M.PAAJARVI,C.FRASER,R.JONES
836,EDM,D.PENNER,A.HEMSKY,S.GAGNER
837,EDM,T.GILBERT,S.HORCOFF,
838,EDM,D.PENNER,T.GILBERT,S.GAGNER
839,EDM,R.JONES,J.VANDERMEER,
840,EDM,S.HORCOFF,T.HALL,T.PECKHAM
841,EDM,G.BRULE,R.WHITNEY,
842,EDM,J.EBERLE,J.VANDERMEER,
843,EDM,A.HEMSKY,S.GAGNER,L.SMID
844,EDM,S.HORCOFF,J.EBERLE,R.WHITNEY
845,EDM,S.GAGNER,J.PETRY,R.JONES
846,EDM,J.EBERLE,R.NUGENT-HOPKINS,A.HEMSKY
847,EDM,T.HARTIKAINEN,J.EBERLE,
848,EDM,T.HARTIKAINEN,R.WHITNEY,R.NUGENT-HOPKINS
849,EDM,J.EBERLE,J.PETRY,R.NUGENT-HOPKINS
850,EDM,A.HEMSKY,R.SMYTH,C.POTTER
851,EDM,R.JONES,R.WHITNEY,R.NUGENT-HOPKINS
852,EDM,C.VANDEVELDE,J.EBERLE,J.PETRY
853,EDM,L.SMID,R.NUGENT-HOPKINS,R.JONES
854,EDM,B.EAGER,,
855,EDM,S.GAGNER,J.EBERLE,R.WHITNEY
856,EDM,E.BELANGER,R.JONES,L.SMID
857,EDM,R.JONES,J.EBERLE,R.NUGENT-HOPKINS
858,EDM,L.OMARK,R.WHITNEY,R.SMYTH
859,EDM,L.SMID,R.NUGENT-HOPKINS,S.GAGNER
860,EDM,D.HORDICHUK,B.EAGER,E.BELANGER
861,EDM,A.HEMSKY,J.PETRY,T.HARTIKAINEN
862,EDM,A.HEMSKY,T.HARTIKAINEN,S.GAGNER
863,EDM,R.JONES,J.PETRY,R.WHITNEY
864,EDM,A.HEMSKY,,
865,EDM,S.GAGNER,A.HEMSKY,
866,EDM,J.EBERLE,R.JONES,
867,EDM,A.HEMSKY,J.PETRY,L.SMID
868,EDM,R.NUGENT-HOPKINS,J.EBERLE,
869,EDM,J.EBERLE,T.HARTIKAINEN,J.PETRY
870,EDM,R.NUGENT-HOPKINS,R.JONES,J.EBERLE
871,EDM,R.NUGENT-HOPKINS,J.EBERLE,
872,EDM,T.HALL,S.HORCOFF,R.NUGENT-HOPKINS
873,EDM,L.OMARK,R.SMYTH,
874,EDM,R.WHITNEY,N.SCHULTZ,E.BELANGER
875,EDM,T.HALL,,
876,EDM,R.SMYTH,R.NUGENT-HOPKINS,J.EBERLE
877,EDM,T.HALL,J.EBERLE,
878,EDM,S.HORCOFF,C.POTTER,R.NUGENT-HOPKINS
879,EDM,L.OMARK,,
880,EDM,T.HALL,N.SCHULTZ,R.WHITNEY
881,EDM,J.EBERLE,S.GAGNER,R.WHITNEY
882,EDM,R.SMYTH,J.PETRY,L.SMID
883,EDM,S.HORCOFF,N.SCHULTZ,
884,EDM,J.EBERLE,R.NUGENT-HOPKINS,S.HORCOFF
885,EDM,S.GAGNER,A.HEMSKY,R.SMYTH
886,EDM,C.POTTER,D.HORDICHUK,
887,EDM,R.NUGENT-HOPKINS,T.HALL,N.SCHULTZ
888,EDM,R.WHITNEY,T.HALL,D.DUBNYK
889,EDM,R.JONES,R.NUGENT-HOPKINS,A.HEMSKY
890,EDM,L.PETRELL,,
891,EDM,T.HALL,L.PETRELL,E.BELANGER
892,EDM,J.EBERLE,R.SMYTH,L.SMID
893,EDM,R.NUGENT-HOPKINS,A.HEMSKY,T.HALL
894,EDM,T.HALL,R.WHITNEY,J.EBERLE
895,EDM,J.EBERLE,,
896,EDM,J.EBERLE,S.GAGNER,C.POTTER
897,EDM,A.HEMSKY,T.HALL,S.HORCOFF
898,EDM,E.BELANGER,B.EAGER,
899,EDM,S.GAGNER,J.EBERLE,R.SMYTH
900,EDM,R.SMYTH,S.GAGNER,J.PETRY
901,EDM,T.HALL,J.EBERLE,R.WHITNEY
902,EDM,S.HORCOFF,R.SMYTH,T.GILBERT
903,EDM,M.PAAJARVI,A.HEMSKY,L.SMID
904,EDM,R.JONES,B.EAGER,J.PETRY
905,EDM,B.EAGER,L.PETRELL,
906,EDM,T.HALL,S.GAGNER,A.SUTTON
907,EDM,J.EBERLE,R.WHITNEY,
908,EDM,M.PAAJARVI,A.HEMSKY,S.HORCOFF
909,EDM,B.EAGER,J.PETRY,A.LANDER
910,EDM,S.HORCOFF,A.HEMSKY,M.PAAJARVI
911,EDM,T.HALL,S.HORCOFF,T.GILBERT
912,EDM,S.GAGNER,R.JONES,J.PETRY
913,EDM,S.GAGNER,M.PAAJARVI,
914,EDM,J.EBERLE,T.HALL,S.GAGNER
915,EDM,J.EBERLE,J.PETRY,T.HALL
916,EDM,J.PETRY,,
917,EDM,S.GAGNER,R.WHITNEY,A.HEMSKY
918,EDM,J.EBERLE,S.GAGNER,
919,EDM,S.GAGNER,R.SMYTH,R.WHITNEY
920,EDM,J.EBERLE,A.HEMSKY,R.SMYTH
921,EDM,T.HALL,S.GAGNER,
922,EDM,S.GAGNER,J.EBERLE,A.SUTTON
923,EDM,R.WHITNEY,S.GAGNER,
924,EDM,S.GAGNER,R.WHITNEY,J.EBERLE
925,EDM,C.BARKER,A.SUTTON,S.GAGNER
926,EDM,S.GAGNER,T.HALL,C.POTTER
927,EDM,S.GAGNER,J.EBERLE,T.HALL
928,EDM,J.EBERLE,S.GAGNER,T.HALL
929,EDM,J.EBERLE,S.GAGNER,P.CORNET
930,EDM,E.BELANGER,R.WHITNEY,R.JONES
931,EDM,T.HALL,A.HEMSKY,S.HORCOFF
932,EDM,S.HORCOFF,T.HALL,A.HEMSKY
933,EDM,T.HALL,C.POTTER,A.HEMSKY
934,EDM,J.EBERLE,J.PETRY,S.GAGNER
935,EDM,A.SUTTON,J.EBERLE,R.SMYTH
936,EDM,R.SMYTH,J.PETRY,L.SMID
937,EDM,A.LANDER,J.GREEN,R.JONES
938,EDM,B.EAGER,J.PETRY,A.HEMSKY
939,EDM,J.GREEN,J.PETRY,M.PAAJARVI
940,EDM,T.HALL,S.HORCOFF,A.HEMSKY
941,EDM,A.HEMSKY,C.POTTER,T.HALL
942,EDM,T.HALL,S.GAGNER,L.SMID
943,EDM,T.HALL,A.HEMSKY,R.JONES
944,EDM,B.EAGER,A.SUTTON,
945,EDM,J.EBERLE,S.GAGNER,
946,EDM,T.HALL,A.HEMSKY,S.GAGNER
947,EDM,S.GAGNER,J.PETRY,A.HEMSKY
948,EDM,C.POTTER,J.EBERLE,A.LANDER
949,EDM,R.SMYTH,S.HORCOFF,T.HALL
950,EDM,T.HALL,J.EBERLE,C.POTTER
951,EDM,A.SUTTON,J.EBERLE,R.SMYTH
952,EDM,B.EAGER,J.PETRY,S.GAGNER
953,EDM,S.GAGNER,C.POTTER,A.SUTTON
954,EDM,T.HALL,J.EBERLE,T.GILBERT
955,EDM,L.SMID,T.HALL,B.EAGER
