team,scorer,assist1,assist2
Washington,Joel Ward,Alexander Urbom,Brooks Laich
Columbus,Jared Boll,James Wisniewski,Sean Collins
Columbus,Cam Atkinson,Brandon Dubinsky,
Washington,Mikhail Grabovski,Jason Chimera,Mike Green
Washington,Alex Ovechkin,Marcus Johansson,John Carlson
Los Angeles,Justin Williams,Slava Voynov,
Buffalo,Cody Hodgson,Steve Ott,Matt Moulson
Buffalo,Cody Hodgson,Tyler Ennis,Matt Moulson
Los Angeles,Dwight King,Tyler Toffoli,Mike Richards
Anaheim,Andrew Cogliano,Daniel Winnik,Devante Smith-Pelly
Anaheim,Hampus Lindholm,Nick Bonino,Emerson Etem
Florida,Shawn Matthias,Brian Campbell,Krys Barch
Florida,Scottie Upshall,Erik Gudbranson,Jonathan Huberdeau
Florida,Brad Boyes,Scottie Upshall,
Tampa Bay,Ryan Malone,Eric Brewer,
Montreal,Daniel Briere,Max Pacioretty,
Philadelphia,Matt Read,Steve Downie,Sean Couturier
Philadelphia,Jakub Voracek,Scott Hartnell,Claude Giroux
Philadelphia,Jakub Voracek,Wayne Simmonds,Claude Giroux
Philadelphia,Vincent Lecavalier,Brayden Schenn,
Philadelphia,Brayden Schenn,Vincent Lecavalier,Erik Gustafsson
Winnipeg,Bryan Little,Blake Wheeler,Andrew Ladd
Detroit,Pavel Datsyuk,Henrik Zetterberg,Niklas Kronwall
Winnipeg,Zach Bogosian,Olli Jokinen,Evander Kane
Detroit,Pavel Datsyuk,Johan Franzen,Daniel Alfredsson
St. Louis,Maxim Lapierre,Jay Bouwmeester,Alex Pietrangelo
Phoenix,David Moss,Mike Ribeiro,Oliver Ekman-Larsson
Phoenix,Mikkel Boedker,Rob Klinkhammer,Rostislav Klesla
St. Louis,Roman Polak,Alexander Steen,David Backes
Phoenix,Oliver Ekman-Larsson,Mike Ribeiro,Shane Doan
San Jose,Logan Couture,Patrick Marleau,Tyler Kennedy
San Jose,Patrick Marleau,Joe Pavelski,Joe Thornton
Calgary,Kris Russell,Sean Monahan,
Calgary,Mike Cammalleri,Chris Butler,
San Jose,Brad Stuart,Joe Thornton,Dan Boyle
Winnipeg,Tobias Enstrom,Matt Halischuk,Michael Frolik
Chicago,Niklas Hjalmarsson,Marcus Kruger,
Chicago,Brandon Bollig,Marcus Kruger,
Chicago,Patrick Sharp,Marian Hossa,Nick Leddy
Chicago,Nick Leddy,Andrew Shaw,Jeremy Morin
Chicago,Ben Smith,Brandon Bollig,Duncan Keith
Philadelphia,Brayden Schenn,Andrej Meszaros,Wayne Simmonds
NY Islanders,John Tavares,Thomas Vanek,
NY Islanders,Andrew Macdonald,Travis Hamonic,Kyle Okposo
Boston,Dougie Hamilton,Reilly Smith,Ryan Spooner
NY Islanders,Thomas Vanek,Kyle Okposo,Travis Hamonic
NY Rangers,Carl Hagelin,Benoit Pouliot,Brad Richards
NY Rangers,Carl Hagelin,Taylor Pyatt,Ryan Mcdonagh
NY Rangers,Derek Stepan,Chris Kreider,Mats Zuccarello
Carolina,Andrej Sekera,Jiri Tlusty,Justin Faulk
NY Rangers,Derek Stepan,Mats Zuccarello,Chris Kreider
NY Rangers,Derek Stepan,Mats Zuccarello,Chris Kreider
St. Louis,Alex Pietrangelo,David Backes,Alexander Steen
Tampa Bay,Alex Killorn,,
Tampa Bay,Steven Stamkos,Alex Killorn,Mark Barberio
St. Louis,Jaden Schwartz,Kevin Shattenkirk,Patrik Berglund
Tampa Bay,Brett Connolly,Radko Gudas,Valtteri Filppula
Tampa Bay,Valtteri Filppula,Alex Killorn,Eric Brewer
Washington,Nicklas Backstrom,Eric Fehr,Mike Green
Florida,Jesse Winchester,Scottie Upshall,
Washington,John Carlson,Michael Latta,Karl Alzner
Florida,Tomas Fleischmann,Brian Campbell,Jonathan Huberdeau
Buffalo,Cody Hodgson,Matt Moulson,Mark Pysyk
Anaheim,Ryan Getzlaf,Dustin Penner,Francois Beauchemin
Anaheim,Sami Vatanen,Andrew Cogliano,Daniel Winnik
Anaheim,Emerson Etem,Mathieu Perreault,Devante Smith-Pelly
Anaheim,Corey Perry,Cam Fowler,Ryan Getzlaf
Anaheim,Emerson Etem,Mathieu Perreault,Bryan Allen
Buffalo,Henrik Tallinder,Cody Hodgson,Matt Moulson
Buffalo,Tyler Myers,Johan Larsson,
Anaheim,Corey Perry,Ryan Getzlaf,Hampus Lindholm
Pittsburgh,Deryk Engelland,Joe Vitale,Dustin Jeffrey
Pittsburgh,Chris Kunitz,Pascal Dupuis,Paul Martin
Pittsburgh,Jussi Jokinen,Evgeni Malkin,Sidney Crosby
Vancouver,Daniel Sedin,Henrik Sedin,Ryan Kesler
Vancouver,Zack Kassian,Brad Richardson,Alexander Edler
Vancouver,Chris Higgins,Christopher Tanev,Mike Santorelli
Vancouver,Dan Hamhuis,Brad Richardson,Darren Archibald
Colorado,Gabriel Landeskog,Marc-Andre Cliche,Patrick Bordeleau
Montreal,Brendan Gallagher,Alex Galchenyuk,
Colorado,Nathan Mackinnon,Gabriel Landeskog,Jan Hejda
Colorado,Ryan OReilly,,
Colorado,Pa Parenteau,Matt Duchene,Andre Benoit
Detroit,Darren Helm,Daniel Cleary,Daniel Alfredsson
Detroit,Tomas Tatar,Joakim Andersson,
Detroit,Jakub Kindl,Daniel Alfredsson,Pavel Datsyuk
Detroit,Joakim Andersson,Drew Miller,Justin Abdelkader
Detroit,Todd Bertuzzi,Henrik Zetterberg,Jakub Kindl
Nashville,David Legwand,Seth Jones,Patric Hornqvist
Nashville,Shea Weber,Patric Hornqvist,Mike Fisher
Los Angeles,Anze Kopitar,Jake Muzzin,
Nashville,Eric Nystrom,Patric Hornqvist,
Los Angeles,Dustin Brown,Anze Kopitar,Justin Williams
Los Angeles,Mike Richards,Tyler Toffoli,Jake Muzzin
Nashville,David Legwand,Mattias Ekholm,
Phoenix,Antoine Vermette,Rob Klinkhammer,Mikkel Boedker
San Jose,Joe Pavelski,Matthew Nieto,Tommy Wingels
San Jose,Dan Boyle,Joe Pavelski,Joe Thornton
Phoenix,Mikkel Boedker,Derek Morris,
NY Islanders,Casey Cizikas,Matt Martin,Cal Clutterbuck
NY Islanders,Aaron Ness,John Tavares,
Los Angeles,Slava Voynov,Anze Kopitar,Justin Williams
Los Angeles,Tanner Pearson,Slava Voynov,Linden Vey
Los Angeles,Tyler Toffoli,Jake Muzzin,Linden Vey
Columbus,Blake Comeau,Mark Letestu,Derek Mackenzie
Boston,Loui Eriksson,Zdeno Chara,Patrice Bergeron
Boston,Shawn Thornton,Gregory Campbell,Torey Krug
Columbus,Nick Foligno,Nikita Nikitin,
Boston,Milan Lucic,,
Tampa Bay,Valtteri Filppula,Teddy Purcell,Matthew Carle
Tampa Bay,Martin St. Louis,Valtteri Filppula,
Tampa Bay,Valtteri Filppula,Victor Hedman,Martin St. Louis
Tampa Bay,Alex Killorn,Martin St. Louis,Mark Barberio
Anaheim,Emerson Etem,Cam Fowler,Francois Beauchemin
Tampa Bay,Victor Hedman,Richard Panik,Tyler Johnson
Chicago,Brandon Saad,Patrick Kane,Nick Leddy
Chicago,Patrick Sharp,Jonathan Toews,Patrick Kane
Phoenix,Michael Stone,Mikkel Boedker,Rob Klinkhammer
Phoenix,Shane Doan,Keith Yandle,Mike Ribeiro
Chicago,Marian Hossa,Jonathan Toews,Duncan Keith
Phoenix,Lauri Korpikoski,Radim Vrbata,Keith Yandle
Phoenix,Michael Stone,Shane Doan,Oliver Ekman-Larsson
Chicago,Brandon Pirri,Brent Seabrook,Nick Leddy
St. Louis,Derek Roy,Alex Pietrangelo,
Colorado,Nathan Mackinnon,Paul Stastny,Gabriel Landeskog
St. Louis,David Backes,Derek Roy,
St. Louis,Alexander Steen,David Backes,
St. Louis,Vladimir Tarasenko,Patrik Berglund,Jaden Schwartz
St. Louis,Chris Stewart,Kevin Shattenkirk,Derek Roy
St. Louis,Alexander Steen,David Backes,
Colorado,Matt Duchene,Nate Guenin,Ryan OReilly
St. Louis,Jay Bouwmeester,Vladimir Tarasenko,Alex Pietrangelo
Colorado,Ryan OReilly,Jamie Mcginn,Nick Holden
Dallas,Stephane Robidas,Brenden Dillon,Jamie Benn
Dallas,Tyler Seguin,Jamie Benn,Valeri Nichushkin
Dallas,Jamie Benn,Tyler Seguin,Alex Goligoski
Dallas,Tyler Seguin,Jamie Benn,Alex Goligoski
Dallas,Ryan Garbutt,Antoine Roussel,Alex Goligoski
Calgary,Matt Stajan,David Jones,Dennis Wideman
Dallas,Tyler Seguin,Valeri Nichushkin,Jamie Benn
Calgary,David Jones,Kris Russell,Sven Baertschi
Calgary,Matt Stajan,Tj Galiardi,
Dallas,Tyler Seguin,Jamie Benn,Sergei Gonchar
Vancouver,Kevin Bieksa,Henrik Sedin,Alexandre Burrows
San Jose,Tomas Hertl,Dan Boyle,Joe Thornton
San Jose,Dan Boyle,Joe Pavelski,Logan Couture
Boston,Reilly Smith,Carl Soderberg,Loui Eriksson
Boston,Carl Soderberg,Dennis Seidenberg,Reilly Smith
Carolina,Tuomo Ruutu,Eric Staal,Drayson Bowman
Boston,Johnny Boychuk,,
Boston,Milan Lucic,Jarome Iginla,
Pittsburgh,Brian Gibbons,Evgeni Malkin,Tanner Glass
Pittsburgh,Brandon Sutter,Olli Maatta,Brian Gibbons
Anaheim,Ryan Getzlaf,Ben Lovejoy,Corey Perry
Pittsburgh,Sidney Crosby,Evgeni Malkin,Joe Vitale
Calgary,Mike Cammalleri,Lee Stempniak,Sean Monahan
Winnipeg,Michael Frolik,Grant Clitsome,Dustin Byfuglien
Calgary,Tj Brodie,Kris Russell,Mike Cammalleri
Winnipeg,Olli Jokinen,Devin Setoguchi,Grant Clitsome
Calgary,Lance Bouma,Matt Stajan,
Winnipeg,Dustin Byfuglien,Blake Wheeler,Bryan Little
Calgary,Jiri Hudler,Tj Brodie,Sven Baertschi
Winnipeg,Bryan Little,Evander Kane,Blake Wheeler
Columbus,Ryan Johansen,Ryan Murray,James Wisniewski
Columbus,Rj Umberger,Ryan Johansen,Fedor Tyutin
Columbus,Fedor Tyutin,Nick Foligno,
Columbus,Derek Mackenzie,Mark Letestu,Blake Comeau
Ottawa,Erik Karlsson,Chris Phillips,Milan Michalek
Washington,Alex Ovechkin,Nicklas Backstrom,Steve Oleksy
Washington,Alex Ovechkin,Karl Alzner,Nicklas Backstrom
Washington,Mikhail Grabovski,Jason Chimera,Joel Ward
St. Louis,Vladimir Sobotka,Kevin Shattenkirk,Jay Bouwmeester
Washington,John Carlson,Nicklas Backstrom,Marcus Johansson
Los Angeles,Tyler Toffoli,Mike Richards,Slava Voynov
Chicago,Brandon Pirri,Patrick Kane,Kris Versteeg
San Jose,Joe Pavelski,Tyler Kennedy,Justin Braun
Chicago,Patrick Sharp,Marcus Kruger,Brandon Saad
Chicago,Jonathan Toews,Ben Smith,Patrick Sharp
Chicago,Kris Versteeg,Brandon Saad,Brandon Pirri
Chicago,Patrick Sharp,,
Dallas,Valeri Nichushkin,Tyler Seguin,Jamie Benn
Dallas,Erik Cole,Cody Eakin,Alex Chiasson
Vancouver,Henrik Sedin,Ryan Kesler,Kevin Bieksa
Minnesota,Mikko Koivu,Zach Parise,Marco Scandella
Winnipeg,Dustin Byfuglien,Bryan Little,Blake Wheeler
Minnesota,Mikko Koivu,Charlie Coyle,Ryan Suter
Los Angeles,Dwight King,Jake Muzzin,Justin Williams
Los Angeles,Anze Kopitar,Drew Doughty,Willie Mitchell
Nashville,Gabriel Bourque,Kevin Klein,
Pittsburgh,Pascal Dupuis,Matt DAgostini,Brandon Sutter
Pittsburgh,James Neal,Evgeni Malkin,Sidney Crosby
Pittsburgh,Kris Letang,Evgeni Malkin,James Neal
Pittsburgh,Brandon Sutter,Jussi Jokinen,Paul Martin
Anaheim,Corey Perry,Ryan Getzlaf,
Carolina,Eric Staal,Alexander Semin,Ryan Murphy
Carolina,Drayson Bowman,Andrej Sekera,
Anaheim,Dustin Penner,Corey Perry,Cam Fowler
Toronto,Trevor Smith,David Clarkson,Mason Raymond
Buffalo,Steve Ott,Tyler Myers,Mark Pysyk
Buffalo,Marcus Foligno,Steve Ott,Drew Stafford
Buffalo,Christian Ehrhoff,Mark Pysyk,
Columbus,Rj Umberger,Nick Foligno,James Wisniewski
Columbus,Artem Anisimov,Nikita Nikitin,David Savard
Montreal,Alex Galchenyuk,,
Montreal,Lars Eller,Daniel Briere,Andrei Markov
Boston,Loui Eriksson,Matt Bartkowski,Patrice Bergeron
Boston,Brad Marchand,Matt Bartkowski,Loui Eriksson
Ottawa,Chris Neil,,
Ottawa,Jason Spezza,Erik Karlsson,Milan Michalek
Ottawa,Jared Cowen,Cory Conacher,Jason Spezza
Ottawa,Bobby Ryan,,
Washington,Brooks Laich,Steve Oleksy,
Detroit,Johan Franzen,Jakub Kindl,Danny Dekeyser
Detroit,Johan Franzen,Tomas Tatar,Darren Helm
Detroit,Danny Dekeyser,Johan Franzen,Jakub Kindl
Washington,Alex Ovechkin,Marcus Johansson,Nicklas Backstrom
Washington,Michael Latta,John Carlson,Karl Alzner
Winnipeg,Dustin Byfuglien,Devin Setoguchi,Olli Jokinen
Philadelphia,Scott Hartnell,Jakub Voracek,Claude Giroux
Philadelphia,Wayne Simmonds,Scott Hartnell,Kimmo Timonen
Winnipeg,Dustin Byfuglien,Olli Jokinen,Evander Kane
Minnesota,Zach Parise,Mikko Koivu,Jason Pominville
Minnesota,Jason Pominville,Jared Spurgeon,Nino Niederreiter
Florida,Tomas Kopecky,Jesse Winchester,
Florida,Jonathan Huberdeau,Nick Bjugstad,
Minnesota,Charlie Coyle,Mikko Koivu,Ryan Suter
San Jose,Joe Pavelski,Patrick Marleau,Logan Couture
San Jose,Tomas Hertl,Joe Thornton,Tommy Wingels
San Jose,Patrick Marleau,Jason Demers,Joe Thornton
Edmonton,Nail Yakupov,Sam Gagner,Ales Hemsky
New Jersey,Andy Greene,,
Pittsburgh,Chris Kunitz,,
New Jersey,Adam Larsson,Travis Zajac,Dainius Zubrus
New Jersey,Jaromir Jagr,Dainius Zubrus,
New Jersey,Jaromir Jagr,,
NY Islanders,John Tavares,Josh Bailey,
Detroit,Darren Helm,Jonathan Ericsson,Niklas Kronwall
Detroit,Pavel Datsyuk,Mikael Samuelsson,Henrik Zetterberg
NY Islanders,Casey Cizikas,Colin Mcdonald,Matt Martin
Detroit,Johan Franzen,Darren Helm,Tomas Tatar
NY Islanders,Brock Nelson,John Tavares,Andrew Macdonald
NY Islanders,Cal Clutterbuck,Pierre-Marc Bouchard,Aaron Ness
Detroit,Pavel Datsyuk,Danny Dekeyser,Henrik Zetterberg
NY Rangers,Ryan Callahan,Brad Richards,Derek Stepan
Toronto,James Van Riemsdyk,Cody Franson,Jake Gardiner
Toronto,James Van Riemsdyk,Cody Franson,Dion Phaneuf
Toronto,Nikolai Kulemin,Mason Raymond,Paul Ranger
Buffalo,Jamie Mcbain,Zemgus Girgensons,Marcus Foligno
Buffalo,Tyler Ennis,Matt Moulson,Cody Hodgson
Toronto,Mason Raymond,Trevor Smith,David Clarkson
St. Louis,Roman Polak,Chris Stewart,Alexander Steen
St. Louis,David Backes,Brenden Morrow,Jay Bouwmeester
Carolina,Eric Staal,Manny Malhotra,
Carolina,Nathan Gerbe,Riley Nash,
St. Louis,Alexander Steen,Roman Polak,Ian Cole
Nashville,Matt Cullen,Craig Smith,Seth Jones
Nashville,Nick Spaling,Craig Smith,Ryan Ellis
Nashville,Patric Hornqvist,Roman Josi,Shea Weber
Nashville,Craig Smith,Matt Cullen,
Chicago,Patrick Kane,Brandon Bollig,Duncan Keith
Chicago,Brandon Pirri,Brent Seabrook,Kris Versteeg
Nashville,Viktor Stalberg,Gabriel Bourque,David Legwand
Nashville,Mike Fisher,Patric Hornqvist,
Nashville,Shea Weber,Roman Josi,David Legwand
Phoenix,Michael Stone,Mike Ribeiro,David Rundblad
Phoenix,Martin Hanzal,Lauri Korpikoski,
Phoenix,Mike Ribeiro,Martin Hanzal,Radim Vrbata
Tampa Bay,Richard Panik,Tyler Johnson,Alex Killorn
Phoenix,Connor Murphy,Radim Vrbata,Lauri Korpikoski
Phoenix,Shane Doan,Martin Hanzal,Radim Vrbata
Tampa Bay,Alex Killorn,Martin St. Louis,Andrej Sustr
Phoenix,Lauri Korpikoski,Martin Hanzal,
Florida,Brad Boyes,Scottie Upshall,Tom Gilbert
Florida,Brian Campbell,Tom Gilbert,Scottie Upshall
Colorado,Ryan OReilly,Pa Parenteau,Cory Sarich
Florida,Tomas Kopecky,Tom Gilbert,Tim Thomas
Florida,Jonathan Huberdeau,Nick Bjugstad,Brian Campbell
Calgary,Sean Monahan,Jiri Hudler,
Calgary,Dennis Wideman,Matt Stajan,Sven Baertschi
Edmonton,Jordan Eberle,Taylor Hall,Anton Belov
Edmonton,Ales Hemsky,Sam Gagner,Nail Yakupov
Edmonton,David Perron,Boyd Gordon,Ryan Smyth
Edmonton,Boyd Gordon,,
Ottawa,Kyle Turris,Clarke Macarthur,
Minnesota,Jason Pominville,Zach Parise,Mikko Koivu
Ottawa,Mika Zibanejad,Derek Grant,Erik Condra
Minnesota,Jonas Brodin,Dany Heatley,Justin Fontaine
Minnesota,Dany Heatley,Mikko Koivu,Jonas Brodin
Ottawa,Milan Michalek,Mika Zibanejad,Erik Karlsson
Minnesota,Mikko Koivu,Zach Parise,Charlie Coyle
Pittsburgh,Paul Martin,Sidney Crosby,
Pittsburgh,Beau Bennett,Evgeni Malkin,Matt Niskanen
Pittsburgh,Sidney Crosby,James Neal,Chris Kunitz
Pittsburgh,James Neal,Paul Martin,Evgeni Malkin
Anaheim,Matt Beleskey,Hampus Lindholm,Kyle Palmieri
New Jersey,Marek Zidlicky,Patrik Elias,Eric Gelinas
New Jersey,Eric Gelinas,Adam Henrique,Patrik Elias
Anaheim,Nick Bonino,Dustin Penner,Cam Fowler
Anaheim,Ryan Getzlaf,Dustin Penner,Nick Bonino
New Jersey,Jaromir Jagr,Patrik Elias,Dainius Zubrus
New Jersey,Travis Zajac,,
Columbus,Nick Foligno,Rj Umberger,Nikita Nikitin
Calgary,Joe Colborne,David Jones,Kris Russell
Columbus,Nikita Nikitin,David Savard,Cam Atkinson
Philadelphia,Claude Giroux,Jakub Voracek,Kimmo Timonen
Philadelphia,Sean Couturier,Kimmo Timonen,
Ottawa,Clarke Macarthur,Erik Karlsson,Chris Phillips
Ottawa,Kyle Turris,Marc Methot,Clarke Macarthur
Philadelphia,Kimmo Timonen,Matt Read,Steve Downie
Philadelphia,Wayne Simmonds,Vincent Lecavalier,Brayden Schenn
Philadelphia,Adam Hall,Nicklas Grossmann,
Buffalo,Tyler Ennis,Ville Leino,Henrik Tallinder
St. Louis,Brenden Morrow,Chris Stewart,Roman Polak
St. Louis,Vladimir Tarasenko,Jaden Schwartz,
St. Louis,Brenden Morrow,Chris Stewart,Derek Roy
St. Louis,Magnus Paajarvi,Ryan Reaves,Jay Bouwmeester
Toronto,Trevor Smith,Joffrey Lupul,
Toronto,Phil Kessel,Joffrey Lupul,Dion Phaneuf
NY Islanders,Casey Cizikas,,
Toronto,Mason Raymond,Jay Mcclement,
Toronto,David Clarkson,Trevor Smith,Joffrey Lupul
NY Islanders,Frans Nielsen,Josh Bailey,
Toronto,Phil Kessel,James Van Riemsdyk,Trevor Smith
Boston,Shawn Thornton,Brad Marchand,Chris Kelly
Boston,Daniel Paille,Gregory Campbell,
NY Rangers,Derick Brassard,John Moore,Chris Kreider
Nashville,Shea Weber,David Legwand,
Nashville,Gabriel Bourque,Viktor Stalberg,
Colorado,Paul Stastny,,
Colorado,Gabriel Landeskog,Andre Benoit,Ryan OReilly
Colorado,John Mitchell,Maxime Talbot,Tyson Barrie
Colorado,Pa Parenteau,Paul Stastny,Jan Hejda
Colorado,Cody Mcleod,Tyson Barrie,Maxime Talbot
Chicago,Brandon Saad,Patrick Kane,Duncan Keith
Edmonton,Jordan Eberle,Corey Potter,Ryan Nugent-Hopkins
Edmonton,David Perron,Nail Yakupov,Ryan Nugent-Hopkins
Edmonton,Ryan Smyth,Sam Gagner,Ales Hemsky
Edmonton,David Perron,Ryan Smyth,Boyd Gordon
Edmonton,Nail Yakupov,David Perron,
Edmonton,Justin Schultz,David Perron,Ryan Smyth
Edmonton,Taylor Hall,Jordan Eberle,
Florida,Brad Boyes,Aleksander Barkov,Scottie Upshall
Vancouver,Chris Higgins,Mike Santorelli,Dan Hamhuis
Vancouver,Jannik Hansen,,
Florida,Shawn Matthias,Nick Bjugstad,Tomas Kopecky
Los Angeles,Anze Kopitar,Drew Doughty,Justin Williams
Los Angeles,Matt Frattin,Slava Voynov,Jarret Stoll
Los Angeles,Justin Williams,Drew Doughty,Anze Kopitar
Los Angeles,Dwight King,Linden Vey,
Tampa Bay,Valtteri Filppula,Victor Hedman,Martin St. Louis
Los Angeles,Dustin Brown,Matt Frattin,
Tampa Bay,Victor Hedman,Tyler Johnson,
Buffalo,Tyler Myers,Ville Leino,Tyler Ennis
Philadelphia,Matt Read,Steve Downie,Sean Couturier
Philadelphia,Matt Read,Steve Downie,Sean Couturier
Philadelphia,Vincent Lecavalier,Mark Streit,Claude Giroux
Philadelphia,Scott Hartnell,Adam Hall,
Boston,Gregory Campbell,Torey Krug,Daniel Paille
St. Louis,Jaden Schwartz,Derek Roy,Barret Jackman
St. Louis,David Backes,Kevin Shattenkirk,
Boston,Carl Soderberg,Reilly Smith,Chris Kelly
Toronto,Peter Holland,Nikolai Kulemin,Morgan Rielly
Nashville,Seth Jones,Matt Cullen,Colin Wilson
Nashville,Matt Cullen,Gabriel Bourque,Craig Smith
Nashville,Craig Smith,Colin Wilson,Matt Cullen
Nashville,Craig Smith,Matt Cullen,Nick Spaling
Toronto,Nazem Kadri,Mason Raymond,Morgan Rielly
Detroit,Gustav Nyquist,Jonathan Ericsson,Henrik Zetterberg
Detroit,Darren Helm,Justin Abdelkader,
Carolina,Brett Bellemore,Radek Dvorak,Drayson Bowman
Carolina,Andrej Sekera,Eric Staal,
Detroit,Niklas Kronwall,Johan Franzen,Henrik Zetterberg
Detroit,Gustav Nyquist,Henrik Zetterberg,
Carolina,Andrej Sekera,Jordan Staal,
Chicago,Patrick Kane,Nick Leddy,Jonathan Toews
Chicago,Brandon Saad,Marian Hossa,
Winnipeg,Andrew Ladd,Bryan Little,Tobias Enstrom
Winnipeg,Keaton Ellerby,Dustin Byfuglien,Andrew Ladd
Chicago,Jonathan Toews,Duncan Keith,Patrick Kane
Winnipeg,Dustin Byfuglien,Bryan Little,Blake Wheeler
Chicago,Marian Hossa,Jonathan Toews,Brent Seabrook
Chicago,Ben Smith,Marcus Kruger,Kris Versteeg
Chicago,Patrick Sharp,Jonathan Toews,Brent Seabrook
NY Rangers,Rick Nash,Ryan Callahan,Henrik Lundqvist
Dallas,Stephane Robidas,Sergei Gonchar,Cody Eakin
NY Rangers,Chris Kreider,Derek Stepan,Dan Girardi
NY Rangers,John Moore,Derick Brassard,Carl Hagelin
Dallas,Alex Chiasson,Cody Eakin,Erik Cole
Colorado,John Mitchell,Nathan Mackinnon,Pa Parenteau
Colorado,Andre Benoit,,
Phoenix,Michael Stone,Kyle Chipchura,Paul Bissonnette
Phoenix,Martin Hanzal,Tim Kennedy,Rostislav Klesla
Phoenix,Antoine Vermette,Shane Doan,Keith Yandle
Colorado,Cody Mcleod,Andre Benoit,John Mitchell
Colorado,Ryan OReilly,Pa Parenteau,Andre Benoit
Edmonton,Jordan Eberle,Ryan Nugent-Hopkins,Taylor Hall
Edmonton,Sam Gagner,Nail Yakupov,Corey Potter
Edmonton,David Perron,Justin Schultz,Ryan Nugent-Hopkins
Florida,Scottie Upshall,Aleksander Barkov,Brad Boyes
Edmonton,Jordan Eberle,Ryan Nugent-Hopkins,Taylor Hall
New Jersey,Ryan Carter,Michael Ryder,Stephen Gionta
Los Angeles,Justin Williams,Anze Kopitar,Dustin Brown
New Jersey,Jaromir Jagr,Marek Zidlicky,Dainius Zubrus
San Jose,Tommy Wingels,Logan Couture,Patrick Marleau
San Jose,Brad Stuart,Tyler Kennedy,Logan Couture
San Jose,Tommy Wingels,Patrick Marleau,Justin Braun
San Jose,Brent Burns,Joe Thornton,Scott Hannan
San Jose,Patrick Marleau,Logan Couture,Justin Braun
Tampa Bay,Tyler Johnson,Ondrej Palat,Richard Panik
Pittsburgh,Chris Kunitz,Sidney Crosby,Evgeni Malkin
Pittsburgh,Chris Kunitz,James Neal,Paul Martin
NY Islanders,Thomas Vanek,Kyle Okposo,Radek Martinek
Pittsburgh,Evgeni Malkin,James Neal,Jussi Jokinen
NY Islanders,Colin Mcdonald,Casey Cizikas,
NY Islanders,Thomas Vanek,Kyle Okposo,John Tavares
Pittsburgh,Sidney Crosby,Pascal Dupuis,Chris Kunitz
Montreal,Travis Moen,Michael Bournival,Ryan White
Montreal,David Desharnais,Josh Gorges,Andrei Markov
Montreal,Daniel Briere,Josh Gorges,Alexei Emelin
Washington,Alex Ovechkin,John Carlson,Troy Brouwer
Washington,Alex Ovechkin,John Carlson,Mikhail Grabovski
Florida,Tom Gilbert,Nick Bjugstad,
Calgary,Joe Colborne,David Jones,
Calgary,Sven Baertschi,Joe Colborne,Tj Brodie
Calgary,Blair Jones,Lance Bouma,Mikael Backlund
Florida,Jimmy Hayes,,
Florida,Marcel Goc,Sean Bergenheim,Scott Gomez
Anaheim,Ryan Getzlaf,,
Columbus,Matt Calvert,Michael Chaput,
Vancouver,Daniel Sedin,Alexander Edler,
Vancouver,Zack Kassian,Brad Richardson,Ryan Stanton
Vancouver,Henrik Sedin,Daniel Sedin,Ryan Kesler
Vancouver,Alexander Edler,Chris Higgins,Mike Santorelli
Vancouver,Henrik Sedin,Daniel Sedin,Ryan Stanton
Columbus,Artem Anisimov,Nikita Nikitin,David Savard
Vancouver,Jeremy Welsh,Ryan Stanton,Dale Weise
Ottawa,Jason Spezza,Mika Zibanejad,
Carolina,Patrick Dwyer,Jordan Staal,Justin Faulk
Carolina,Tuomo Ruutu,Eric Staal,
Carolina,Elias Lindholm,Eric Staal,Justin Faulk
Carolina,Eric Staal,Manny Malhotra,
Buffalo,Cody Hodgson,Drew Stafford,
Detroit,Darren Helm,Daniel Alfredsson,Justin Abdelkader
Detroit,Johan Franzen,Henrik Zetterberg,Niklas Kronwall
Detroit,Daniel Alfredsson,Johan Franzen,
Anaheim,Emerson Etem,Daniel Winnik,Hampus Lindholm
Dallas,Antoine Roussel,Vernon Fiddler,Ryan Garbutt
Anaheim,Nick Bonino,Andrew Cogliano,Kyle Palmieri
Dallas,Cody Eakin,Erik Cole,Jordie Benn
Dallas,Stephane Robidas,Rich Peverley,Ray Whitney
Dallas,Ryan Garbutt,Trevor Daley,
Dallas,Antoine Roussel,Ryan Garbutt,Vernon Fiddler
Anaheim,Dustin Penner,Ryan Getzlaf,Corey Perry
Dallas,Alex Chiasson,Erik Cole,Cody Eakin
Carolina,Andrej Sekera,Jeff Skinner,Eric Staal
Boston,Zdeno Chara,Milan Lucic,Torey Krug
Boston,Reilly Smith,Carl Soderberg,Matt Bartkowski
Carolina,Patrick Dwyer,,
Boston,David Krejci,Jarome Iginla,Johnny Boychuk
Winnipeg,Michael Frolik,Matt Halischuk,
Minnesota,Nino Niederreiter,Marco Scandella,Zach Parise
Winnipeg,Matt Halischuk,Michael Frolik,Mark Scheifele
Minnesota,Zach Parise,Mikko Koivu,Ryan Suter
Philadelphia,Matt Read,Sean Couturier,Steve Downie
Philadelphia,Wayne Simmonds,Vincent Lecavalier,Erik Gustafsson
Philadelphia,Claude Giroux,Wayne Simmonds,Jakub Voracek
NY Islanders,John Tavares,Thomas Vanek,Matt Donovan
NY Islanders,Eric Boulton,Casey Cizikas,
Philadelphia,Brayden Schenn,Jakub Voracek,Claude Giroux
