team,scorer,assist1,assist2
VAN,A.BURROWS,D.SEDIN,H.SEDIN
VAN,A.BURROWS,H.SEDIN,
VAN,H.SEDIN,D.SEDIN,A.BURROWS
VAN,K.BIEKSA,K.WELLWOOD,H.SEDIN
VAN,D.SEDIN,A.BURROWS,H.SEDIN
VAN,P.DEMITRA,M.SUNDIN,
VAN,R.KESLER,A.BURROWS,
VAN,R.KESLER,S.BERNIER,A.EDLER
VAN,K.BIEKSA,W.MITCHELL,D.SEDIN
VAN,D.SEDIN,H.SEDIN,A.BURROWS
VAN,A.EDLER,M.OHLUND,J.HANSEN
VAN,H.SEDIN,D.SEDIN,A.BURROWS
VAN,R.KESLER,M.SUNDIN,P.DEMITRA
VAN,T.PYATT,S.BERNIER,S.OBRIEN
VAN,M.OHLUND,K.BIEKSA,D.SEDIN
VAN,P.DEMITRA,S.OBRIEN,S.SALO
VAN,K.BIEKSA,A.EDLER,K.WELLWOOD
VAN,H.SEDIN,D.SEDIN,S.SALO
VAN,M.SUNDIN,P.DEMITRA,K.BIEKSA
VAN,M.SUNDIN,K.BIEKSA,R.KESLER
VAN,R.KESLER,P.DEMITRA,A.EDLER
VAN,A.BURROWS,M.OHLUND,
VAN,J.HANSEN,T.PYATT,W.MITCHELL
VAN,P.DEMITRA,,
VAN,H.SEDIN,D.SEDIN,A.EDLER
VAN,M.SUNDIN,R.KESLER,A.EDLER
VAN,R.KESLER,M.SUNDIN,P.DEMITRA
VAN,S.BERNIER,R.DAVISON,M.RAYMOND
VAN,D.SEDIN,M.SUNDIN,A.EDLER
VAN,A.EDLER,M.OHLUND,P.DEMITRA
VAN,R.KESLER,,
VAN,K.BIEKSA,H.SEDIN,D.SEDIN
VAN,R.KESLER,P.DEMITRA,M.SUNDIN
VAN,M.SUNDIN,P.DEMITRA,R.KESLER
VAN,A.BURROWS,R.KESLER,
VAN,R.KESLER,M.OHLUND,K.BIEKSA
VAN,A.EDLER,H.SEDIN,
VAN,R.KESLER,S.SALO,A.EDLER
VAN,A.BURROWS,,
VAN,S.SALO,K.BIEKSA,H.SEDIN
VAN,R.JOHNSON,,
VAN,T.PYATT,H.SEDIN,D.SEDIN
VAN,T.PYATT,H.SEDIN,D.SEDIN
VAN,M.SUNDIN,P.DEMITRA,J.HANSEN
VAN,S.BERNIER,R.KESLER,A.BURROWS
VAN,H.SEDIN,A.EDLER,K.BIEKSA
VAN,K.BIEKSA,W.MITCHELL,
VAN,D.SEDIN,,
VAN,A.BURROWS,R.KESLER,W.MITCHELL
VAN,P.DEMITRA,M.SUNDIN,S.OBRIEN
VAN,S.BERNIER,R.KESLER,
VAN,M.SUNDIN,K.BIEKSA,H.SEDIN
VAN,D.SEDIN,S.OBRIEN,H.SEDIN
VAN,J.HANSEN,W.MITCHELL,M.OHLUND
VAN,W.MITCHELL,D.SEDIN,H.SEDIN
VAN,W.MITCHELL,,
VAN,D.SEDIN,K.BIEKSA,H.SEDIN
VAN,A.BURROWS,S.BERNIER,R.KESLER
VAN,S.BERNIER,R.KESLER,A.BURROWS
VAN,S.BERNIER,A.BURROWS,
VAN,P.DEMITRA,D.SEDIN,
VAN,K.WELLWOOD,S.BERNIER,
VAN,D.HORDICHUK,J.JAFFRAY,A.BOLDUC
VAN,H.SEDIN,D.SEDIN,K.BIEKSA
VAN,H.SEDIN,D.SEDIN,P.DEMITRA
VAN,D.SEDIN,H.SEDIN,P.DEMITRA
VAN,M.OHLUND,A.EDLER,H.SEDIN
VAN,J.JAFFRAY,W.MITCHELL,S.BERNIER
VAN,D.SEDIN,H.SEDIN,M.RAYMOND
VAN,R.KESLER,A.BURROWS,S.BERNIER
VAN,H.SEDIN,P.DEMITRA,
VAN,P.DEMITRA,D.SEDIN,H.SEDIN
VAN,A.EDLER,D.SEDIN,
VAN,M.RAYMOND,S.BERNIER,A.EDLER
VAN,K.WELLWOOD,A.EDLER,K.BIEKSA
VAN,M.RAYMOND,M.OHLUND,S.BERNIER
VAN,R.KESLER,S.BERNIER,M.RAYMOND
VAN,D.SEDIN,R.DAVISON,H.SEDIN
VAN,D.SEDIN,,
VAN,D.SEDIN,J.HANSEN,H.SEDIN
VAN,D.SEDIN,A.EDLER,K.WELLWOOD
VAN,R.KESLER,S.BERNIER,W.MITCHELL
VAN,D.SEDIN,J.HANSEN,K.BIEKSA
VAN,J.HANSEN,H.SEDIN,D.SEDIN
VAN,D.HORDICHUK,R.KESLER,
VAN,P.DEMITRA,,
VAN,P.DEMITRA,M.RAYMOND,A.EDLER
VAN,K.WELLWOOD,D.SEDIN,H.SEDIN
VAN,R.KESLER,K.BIEKSA,
VAN,P.DEMITRA,K.WELLWOOD,
VAN,A.EDLER,D.SEDIN,K.BIEKSA
VAN,A.BURROWS,R.KESLER,
VAN,D.HORDICHUK,J.JAFFRAY,J.HANSEN
VAN,D.SEDIN,R.KESLER,W.MITCHELL
VAN,S.BERNIER,M.RAYMOND,P.DEMITRA
VAN,S.BERNIER,A.BURROWS,K.BIEKSA
VAN,K.BIEKSA,H.SEDIN,D.SEDIN
VAN,J.JAFFRAY,J.HANSEN,D.HORDICHUK
VAN,T.PYATT,S.OBRIEN,S.BERNIER
VAN,K.WELLWOOD,D.SEDIN,H.SEDIN
VAN,M.RAYMOND,A.EDLER,S.OBRIEN
VAN,H.SEDIN,D.SEDIN,P.DEMITRA
VAN,A.BURROWS,K.BIEKSA,M.OHLUND
VAN,K.WELLWOOD,D.SEDIN,A.EDLER
VAN,K.BIEKSA,H.SEDIN,A.EDLER
VAN,K.WELLWOOD,J.HANSEN,M.OHLUND
VAN,D.HORDICHUK,A.EDLER,J.HANSEN
VAN,D.SEDIN,H.SEDIN,M.BROWN
VAN,M.RAYMOND,K.WELLWOOD,T.PYATT
VAN,T.PYATT,,
VAN,D.SEDIN,S.SALO,M.RAYMOND
VAN,S.SALO,P.DEMITRA,D.SEDIN
VAN,P.DEMITRA,H.SEDIN,D.SEDIN
VAN,D.SEDIN,H.SEDIN,
VAN,P.DEMITRA,D.SEDIN,H.SEDIN
VAN,S.BERNIER,W.MITCHELL,K.WELLWOOD
VAN,P.DEMITRA,A.EDLER,H.SEDIN
VAN,D.SEDIN,P.DEMITRA,H.SEDIN
VAN,K.WELLWOOD,M.OHLUND,T.PYATT
VAN,A.BURROWS,J.HANSEN,
VAN,A.BURROWS,J.HANSEN,
VAN,R.JOHNSON,T.PYATT,M.OHLUND
VAN,P.DEMITRA,H.SEDIN,S.SALO
VAN,D.SEDIN,M.OHLUND,R.KESLER
VAN,P.DEMITRA,D.SEDIN,H.SEDIN
VAN,K.WELLWOOD,P.DEMITRA,S.OBRIEN
VAN,R.KESLER,M.OHLUND,P.DEMITRA
VAN,W.MITCHELL,A.BURROWS,J.HANSEN
VAN,D.SEDIN,L.NYCHOLAT,P.DEMITRA
VAN,T.PYATT,,
VAN,S.SALO,K.BIEKSA,H.SEDIN
VAN,D.SEDIN,H.SEDIN,K.BIEKSA
VAN,K.BIEKSA,R.KESLER,A.BURROWS
VAN,K.WELLWOOD,D.SEDIN,H.SEDIN
VAN,M.RAYMOND,S.BERNIER,K.BIEKSA
VAN,K.WELLWOOD,T.PYATT,
VAN,D.SEDIN,H.SEDIN,W.MITCHELL
VAN,H.SEDIN,D.SEDIN,M.OHLUND
VAN,K.WELLWOOD,S.SALO,M.RAYMOND
VAN,S.BERNIER,T.PYATT,S.OBRIEN
VAN,R.KESLER,A.BURROWS,J.HANSEN
VAN,A.BURROWS,K.BIEKSA,
VAN,M.OHLUND,S.SALO,M.RAYMOND
VAN,K.BIEKSA,J.HANSEN,
VAN,S.BERNIER,K.BIEKSA,R.LUONGO
VAN,D.SEDIN,H.SEDIN,K.BIEKSA
VAN,M.RAYMOND,A.EDLER,J.HANSEN
VAN,K.WELLWOOD,D.SEDIN,H.SEDIN
VAN,T.PYATT,W.MITCHELL,S.SALO
VAN,M.RAYMOND,S.BERNIER,
VAN,M.RAYMOND,K.BIEKSA,D.SEDIN
VAN,J.HANSEN,R.KESLER,
VAN,K.WELLWOOD,R.KESLER,A.EDLER
VAN,J.HANSEN,W.MITCHELL,A.BURROWS
VAN,J.KROG,K.BIEKSA,
VAN,K.WELLWOOD,R.KESLER,M.RAYMOND
VAN,K.BIEKSA,K.WELLWOOD,
VAN,P.DEMITRA,M.RAYMOND,R.KESLER
VAN,H.SEDIN,S.BERNIER,
VAN,R.KESLER,A.BURROWS,W.MITCHELL
VAN,S.BERNIER,H.SEDIN,M.RAYMOND
VAN,J.HANSEN,A.BURROWS,
VAN,R.KESLER,S.OBRIEN,S.SALO
VAN,M.RAYMOND,W.MITCHELL,P.DEMITRA
VAN,A.BURROWS,A.EDLER,W.MITCHELL
VAN,A.EDLER,H.SEDIN,S.SALO
VAN,D.SEDIN,H.SEDIN,
VAN,R.RYPIEN,R.JOHNSON,S.SALO
